,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,LLCounter,LSCounter,NLCounter,NSCounter,Action,Category,StimCategory,StimSequence,ResponseMatrix,PressCorrect,keyPressed,Accuracy,RT,FeedbackType,subject
39,39,Resp,6,40,39,39,0,9,8,11,12,3,NL,BS,3,3,n,n,1,737,1,38
40,40,Resp,6,41,40,40,0,9,8,11,13,3,MS,BS,15,3,n,n,1,971,1,38
41,41,Resp,6,42,41,41,0,10,8,11,13,4,NL,BC,4,4,m,m,1,526,1,38
42,42,Resp,6,43,42,42,0,11,8,11,13,3,NL,BS,3,3,n,n,1,769,1,38
43,43,Resp,6,44,43,43,0,11,8,11,14,2,MS,RC,14,2,b,b,1,718,1,38
44,44,Resp,6,45,44,44,0,11,8,12,14,2,ML,RC,10,2,b,b,1,683,1,38
45,45,Resp,6,46,45,45,0,11,9,12,14,2,NS,RC,6,2,b,b,1,509,1,38
46,46,Resp,6,47,46,46,0,12,9,12,14,1,NL,RS,1,1,v,v,1,774,1,38
47,47,Resp,6,48,47,47,0,13,9,12,14,1,NL,RS,1,1,v,v,1,484,1,38
48,48,Resp,6,49,48,48,0,13,9,12,15,4,MS,BC,16,4,m,m,1,1019,1,38
49,49,Resp,6,50,49,49,0,13,9,12,16,2,MS,RC,14,2,b,b,1,647,1,38
50,50,Resp,6,51,50,50,0,13,10,12,16,3,NS,BS,7,3,n,n,1,909,1,38
51,51,Resp,6,52,51,51,0,13,11,12,16,2,NS,RC,6,2,b,b,1,876,1,38
52,52,Resp,6,53,52,52,0,13,11,12,17,3,MS,BS,15,3,n,n,1,689,1,38
53,53,Resp,6,54,53,53,0,13,12,12,17,4,NS,BC,8,4,m,m,1,556,1,38
54,54,Resp,6,55,54,54,0,13,13,12,17,4,NS,BC,8,4,m,m,1,609,1,38
55,55,Resp,6,56,55,55,0,13,13,12,18,3,MS,BS,15,3,n,n,1,662,1,38
56,56,Resp,6,57,56,56,0,13,14,12,18,4,NS,BC,8,4,m,m,1,655,1,38
57,57,Resp,6,58,57,57,0,13,15,12,18,4,NS,BC,8,4,m,m,1,549,1,38
58,58,Resp,6,59,58,58,0,13,16,12,18,2,NS,RC,6,2,b,b,1,744,1,38
59,59,Resp,6,60,59,59,0,13,16,13,18,2,ML,RC,10,2,b,b,1,586,1,38
60,60,Resp,6,61,60,60,0,14,16,13,18,3,NL,BS,3,3,n,v,0,734,2,38
61,61,Resp,6,62,61,61,0,14,16,14,18,4,ML,BC,12,4,m,m,1,575,1,38
62,62,Resp,6,63,62,62,0,15,16,14,18,2,NL,RC,2,2,b,b,1,725,1,38
63,63,Resp,6,64,63,63,0,16,16,14,18,2,NL,RC,2,2,b,b,1,601,1,38
64,64,Resp,6,65,64,64,0,17,16,14,18,4,NL,BC,4,4,m,b,0,783,2,38
65,65,Resp,6,66,65,65,0,18,16,14,18,1,NL,RS,1,1,v,v,1,608,1,38
66,66,Resp,6,67,66,66,0,18,16,14,19,4,MS,BC,16,4,m,m,1,706,1,38
67,67,Resp,6,68,67,67,0,19,16,14,19,3,NL,BS,3,3,n,n,1,640,1,38
68,68,Resp,6,69,68,68,0,19,17,14,19,2,NS,RC,6,2,b,b,1,754,1,38
69,69,Resp,6,70,69,69,0,19,17,15,19,1,ML,RS,9,1,v,v,1,837,1,38
70,70,Resp,6,71,70,70,0,19,17,15,20,4,MS,BC,16,4,m,m,1,870,1,38
71,71,Resp,6,72,71,71,0,19,17,16,20,1,ML,RS,9,1,v,b,0,745,2,38
72,72,Resp,6,73,72,72,0,20,17,16,20,4,NL,BC,4,4,m,m,1,717,1,38
73,73,Resp,6,74,73,73,0,20,17,17,20,4,ML,BC,12,4,m,m,1,600,1,38
74,74,Resp,6,75,74,74,0,20,17,18,20,2,ML,RC,10,2,b,b,1,748,1,38
75,75,Resp,6,76,75,75,0,21,17,18,20,3,NL,BS,3,3,n,v,0,701,2,38
76,76,Resp,6,77,76,76,0,21,17,19,20,1,ML,RS,9,1,v,v,1,563,1,38
77,77,Resp,6,78,77,77,0,21,17,19,21,4,MS,BC,16,4,m,m,1,690,1,38
78,78,Resp,6,79,78,78,0,21,17,20,21,1,ML,RS,9,1,v,v,1,1100,1,38
79,79,Resp,6,80,79,79,0,21,17,20,22,2,MS,RC,14,2,b,b,1,705,1,38
80,80,Resp,6,81,80,80,0,21,17,20,23,1,MS,RS,13,1,v,v,1,600,1,38
81,81,Resp,6,82,81,81,0,21,17,21,23,1,ML,RS,9,1,v,v,1,528,1,38
82,82,Resp,6,83,82,82,0,21,17,21,24,4,MS,BC,16,4,m,m,1,631,1,38
83,83,Resp,6,84,83,83,0,22,17,21,24,1,NL,RS,1,1,v,v,1,797,1,38
84,84,Resp,6,85,84,84,0,22,17,22,24,3,ML,BS,11,3,n,n,1,1104,1,38
85,85,Resp,6,86,85,85,0,22,17,22,25,1,MS,RS,13,1,v,v,1,694,1,38
86,86,Resp,6,87,86,86,0,22,17,23,25,1,ML,RS,9,1,v,v,1,887,1,38
87,87,Resp,6,88,87,87,0,23,17,23,25,2,NL,RC,2,2,b,b,1,937,1,38
88,88,RespITI,6,89,88,88,0,23,17,23,26,1,MS,RS,13,1,v,0,0,937,3,38
89,89,Resp,6,90,89,89,0,24,17,23,26,4,NL,BC,4,4,m,m,1,733,1,38
90,90,Resp,6,91,90,90,0,24,17,23,27,3,MS,BS,15,3,n,n,1,767,1,38
91,91,Resp,6,92,91,91,0,25,17,23,27,4,NL,BC,4,4,m,m,1,570,1,38
92,92,Resp,6,93,92,92,0,25,18,23,27,4,NS,BC,8,4,m,m,1,586,1,38
93,93,Resp,6,94,93,93,0,25,18,24,27,4,ML,BC,12,4,m,m,1,704,1,38
94,94,Resp,6,95,94,94,0,26,18,24,27,1,NL,RS,1,1,v,v,1,598,1,38
95,95,Resp,6,96,95,95,0,26,19,24,27,3,NS,BS,7,3,n,n,1,688,1,38
96,96,Resp,6,97,96,96,0,26,19,24,28,2,MS,RC,14,2,b,v,0,748,2,38
97,97,Resp,6,98,97,97,0,26,19,25,28,2,ML,RC,10,2,b,b,1,435,1,38
98,98,Resp,6,99,98,98,0,26,20,25,28,3,NS,BS,7,3,n,n,1,702,1,38
99,99,Resp,6,100,99,99,0,26,21,25,28,3,NS,BS,7,3,n,n,1,549,1,38
100,100,Resp,6,101,100,100,0,27,21,25,28,2,NL,RC,2,2,b,b,1,968,1,38
101,101,Resp,6,102,101,101,0,27,21,26,28,3,ML,BS,11,3,n,n,1,562,1,38
102,102,Resp,6,103,102,102,0,27,22,26,28,3,NS,BS,7,3,n,n,1,687,1,38
103,103,Resp,6,104,103,103,0,27,23,26,28,4,NS,BC,8,4,m,m,1,618,1,38
104,104,Resp,6,105,104,104,0,28,23,26,28,4,NL,BC,4,4,m,m,1,533,1,38
105,105,Resp,6,106,105,105,0,28,24,26,28,1,NS,RS,5,1,v,v,1,640,1,38
106,106,Resp,6,107,106,106,0,28,24,27,28,3,ML,BS,11,3,n,n,1,715,1,38
107,107,Resp,6,108,107,107,0,28,25,27,28,3,NS,BS,7,3,n,n,1,581,1,38
108,108,Resp,6,109,108,108,0,28,25,27,29,4,MS,BC,16,4,m,m,1,606,1,38
109,109,Resp,6,110,109,109,0,28,26,27,29,4,NS,BC,8,4,m,m,1,524,1,38
110,110,Resp,6,111,110,110,0,28,26,27,30,1,MS,RS,13,1,v,v,1,646,1,38
111,111,Resp,6,112,111,111,0,28,27,27,30,3,NS,BS,7,3,n,n,1,944,1,38
112,112,Resp,6,113,112,112,0,29,27,27,30,3,NL,BS,3,3,n,n,1,841,1,38
113,113,Resp,6,114,113,113,0,29,28,27,30,1,NS,RS,5,1,v,v,1,697,1,38
114,114,Resp,6,115,114,114,0,29,29,27,30,2,NS,RC,6,2,b,b,1,661,1,38
115,115,Resp,6,116,115,115,0,29,29,28,30,4,ML,BC,12,4,m,m,1,645,1,38
116,116,Resp,6,117,116,116,0,29,29,28,31,4,MS,BC,16,4,m,m,1,640,1,38
117,117,Resp,6,118,117,117,0,29,29,29,31,4,ML,BC,12,4,m,v,0,1192,2,38
118,118,Resp,6,119,118,118,0,29,29,30,31,3,ML,BS,11,3,n,n,1,584,1,38
119,119,Resp,6,120,119,119,0,29,29,30,32,3,MS,BS,15,3,n,n,1,627,1,38
120,120,Resp,6,121,120,120,0,30,29,30,32,1,NL,RS,1,1,v,v,1,669,1,38
121,121,Resp,6,122,121,121,0,30,30,30,32,1,NS,RS,5,1,v,v,1,643,1,38
122,122,Resp,6,123,122,122,0,30,31,30,32,2,NS,RC,6,2,b,b,1,968,1,38
123,123,Resp,6,124,123,123,0,31,31,30,32,3,NL,BS,3,3,n,n,1,669,1,38
124,124,Resp,6,125,124,124,0,32,31,30,32,2,NL,RC,2,2,b,b,1,926,1,38
125,125,Resp,6,126,125,125,0,32,32,30,32,1,NS,RS,5,1,v,v,1,813,1,38
126,126,Resp,6,127,126,126,0,32,32,31,32,4,ML,BC,12,4,m,m,1,627,1,38
127,127,Resp,6,128,127,127,0,32,32,32,32,4,ML,BC,12,4,m,m,1,631,1,38
0,0,RespITI,5,1,0,0,0,0,1,0,0,1,NS,RS,5,1,v,0,0,,3,39
1,1,Resp,5,2,1,1,0,0,1,0,1,2,MS,BS,15,2,b,v,0,394,2,39
2,2,Resp,5,3,2,2,0,0,1,0,2,4,MS,BC,16,4,m,b,0,594,2,39
3,3,Resp,5,4,3,3,0,1,1,0,2,1,NL,RS,1,1,v,n,0,553,2,39
4,4,Resp,5,5,4,4,0,1,1,1,2,1,ML,RS,9,1,v,v,1,649,1,39
5,5,Resp,5,6,5,5,0,1,1,2,2,1,ML,RS,9,1,v,v,1,693,1,39
6,6,Resp,5,7,6,6,0,1,1,3,2,4,ML,BC,12,4,m,m,1,777,1,39
7,7,Resp,5,8,7,7,0,1,2,3,2,2,NS,BS,7,2,b,n,0,549,2,39
8,8,Resp,5,9,8,8,0,2,2,3,2,3,NL,RC,2,3,n,n,1,733,1,39
9,9,Resp,5,10,9,9,0,2,2,3,3,4,MS,BC,16,4,m,m,1,920,1,39
10,10,Resp,5,11,10,10,0,2,2,4,3,3,ML,RC,10,3,n,n,1,870,1,39
11,11,Resp,5,12,11,11,0,2,2,5,3,2,ML,BS,11,2,b,v,0,573,2,39
12,12,Resp,5,13,12,12,0,2,3,5,3,4,NS,BC,8,4,m,m,1,878,1,39
13,13,Resp,5,14,13,13,0,2,3,5,4,4,MS,BC,16,4,m,m,1,639,1,39
14,14,Resp,5,15,14,14,0,2,3,5,5,4,MS,BC,16,4,m,m,1,505,1,39
15,15,Resp,5,16,15,15,0,3,3,5,5,2,NL,BS,3,2,b,n,0,636,2,39
16,16,Resp,5,17,16,16,0,3,3,6,5,2,ML,BS,11,2,b,b,1,623,1,39
17,17,Resp,5,18,17,17,0,3,4,6,5,1,NS,RS,5,1,v,v,1,522,1,39
18,18,Resp,5,19,18,18,0,3,5,6,5,2,NS,BS,7,2,b,b,1,621,1,39
19,19,Resp,5,20,19,19,0,3,5,6,6,1,MS,RS,13,1,v,v,1,631,1,39
20,20,Resp,5,21,20,20,0,3,6,6,6,4,NS,BC,8,4,m,m,1,973,1,39
21,21,Resp,5,22,21,21,0,4,6,6,6,2,NL,BS,3,2,b,b,1,833,1,39
22,22,Resp,5,23,22,22,0,4,6,7,6,3,ML,RC,10,3,n,n,1,719,1,39
23,23,Resp,5,24,23,23,0,5,6,7,6,1,NL,RS,1,1,v,v,1,699,1,39
24,24,Resp,5,25,24,24,0,5,6,8,6,1,ML,RS,9,1,v,v,1,694,1,39
25,25,Resp,5,26,25,25,0,5,7,8,6,2,NS,BS,7,2,b,b,1,653,1,39
26,26,Resp,5,27,26,26,0,5,7,9,6,1,ML,RS,9,1,v,v,1,627,1,39
27,27,Resp,5,28,27,27,0,5,8,9,6,3,NS,RC,6,3,n,n,1,856,1,39
28,28,Resp,5,29,28,28,0,6,8,9,6,2,NL,BS,3,2,b,b,1,912,1,39
29,29,Resp,5,30,29,29,0,6,8,9,7,1,MS,RS,13,1,v,v,1,576,1,39
30,30,Resp,5,31,30,30,0,6,8,10,7,2,ML,BS,11,2,b,b,1,598,1,39
31,31,Resp,5,32,31,31,0,7,8,10,7,3,NL,RC,2,3,n,n,1,787,1,39
32,32,Resp,5,33,32,32,0,7,9,10,7,4,NS,BC,8,4,m,m,1,626,1,39
33,33,Resp,5,34,33,33,0,8,9,10,7,1,NL,RS,1,1,v,b,0,712,2,39
34,34,Resp,5,35,34,34,0,8,9,10,8,4,MS,BC,16,4,m,n,0,796,2,39
35,35,Resp,5,36,35,35,0,9,9,10,8,3,NL,RC,2,3,n,n,1,648,1,39
36,36,Resp,5,37,36,36,0,9,9,11,8,1,ML,RS,9,1,v,v,1,886,1,39
37,37,Resp,5,38,37,37,0,10,9,11,8,3,NL,RC,2,3,n,n,1,993,1,39
38,38,Resp,5,39,38,38,0,11,9,11,8,4,NL,BC,4,4,m,m,1,715,1,39
39,39,Resp,5,40,39,39,0,11,10,11,8,1,NS,RS,5,1,v,v,1,599,1,39
40,40,Resp,5,41,40,40,0,11,11,11,8,4,NS,BC,8,4,m,m,1,711,1,39
41,41,Resp,5,42,41,41,0,11,12,11,8,3,NS,RC,6,3,n,n,1,930,1,39
42,42,Resp,5,43,42,42,0,12,12,11,8,4,NL,BC,4,4,m,m,1,701,1,39
43,43,Resp,5,44,43,43,0,12,12,11,9,3,MS,RC,14,3,n,n,1,788,1,39
44,44,Resp,5,45,44,44,0,12,13,11,9,2,NS,BS,7,2,b,b,1,835,1,39
45,45,Resp,5,46,45,45,0,12,14,11,9,1,NS,RS,5,1,v,v,1,979,1,39
46,46,Resp,5,47,46,46,0,12,14,12,9,2,ML,BS,11,2,b,b,1,735,1,39
47,47,Resp,5,48,47,47,0,13,14,12,9,1,NL,RS,1,1,v,v,1,1039,1,39
48,48,Resp,5,49,48,48,0,13,14,12,10,4,MS,BC,16,4,m,m,1,1146,1,39
49,49,Resp,5,50,49,49,0,13,14,13,10,2,ML,BS,11,2,b,b,1,864,1,39
50,50,Resp,5,51,50,50,0,14,14,13,10,3,NL,RC,2,3,n,n,1,605,1,39
51,51,Resp,5,52,51,51,0,14,14,14,10,2,ML,BS,11,2,b,b,1,1030,1,39
52,52,Resp,5,53,52,52,0,14,14,15,10,4,ML,BC,12,4,m,m,1,760,1,39
53,53,Resp,5,54,53,53,0,14,15,15,10,2,NS,BS,7,2,b,b,1,761,1,39
54,54,Resp,5,55,54,54,0,14,16,15,10,4,NS,BC,8,4,m,m,1,709,1,39
55,55,Resp,5,56,55,55,0,15,16,15,10,4,NL,BC,4,4,m,m,1,737,1,39
56,56,Resp,5,57,56,56,0,15,17,15,10,1,NS,RS,5,1,v,v,1,665,1,39
57,57,Resp,5,58,57,57,0,15,18,15,10,1,NS,RS,5,1,v,v,1,591,1,39
58,58,Resp,5,59,58,58,0,15,19,15,10,3,NS,RC,6,3,n,b,0,748,2,39
59,59,Resp,5,60,59,59,0,15,19,15,11,2,MS,BS,15,2,b,b,1,646,1,39
60,60,Resp,5,61,60,60,0,15,19,15,12,2,MS,BS,15,2,b,b,1,594,1,39
61,61,Resp,5,62,61,61,0,15,19,16,12,1,ML,RS,9,1,v,v,1,671,1,39
62,62,Resp,5,63,62,62,0,15,19,16,13,2,MS,BS,15,2,b,b,1,561,1,39
63,63,Resp,5,64,63,63,0,16,19,16,13,1,NL,RS,1,1,v,b,0,931,2,39
64,64,Resp,5,65,64,64,0,16,20,16,13,1,NS,RS,5,1,v,v,1,638,1,39
65,65,Resp,5,66,65,65,0,16,20,16,14,3,MS,RC,14,3,n,n,1,961,1,39
66,66,Resp,5,67,66,66,0,17,20,16,14,4,NL,BC,4,4,m,m,1,736,1,39
67,67,Resp,5,68,67,67,0,17,20,17,14,4,ML,BC,12,4,m,m,1,801,1,39
68,68,Resp,5,69,68,68,0,18,20,17,14,1,NL,RS,1,1,v,v,1,595,1,39
69,69,Resp,5,70,69,69,0,19,20,17,14,2,NL,BS,3,2,b,b,1,530,1,39
70,70,Resp,5,71,70,70,0,20,20,17,14,3,NL,RC,2,3,n,n,1,787,1,39
71,71,Resp,5,72,71,71,0,20,21,17,14,1,NS,RS,5,1,v,v,1,1006,1,39
72,72,Resp,5,73,72,72,0,20,21,17,15,1,MS,RS,13,1,v,v,1,664,1,39
73,73,Resp,5,74,73,73,0,20,22,17,15,3,NS,RC,6,3,n,n,1,687,1,39
74,74,Resp,5,75,74,74,0,21,22,17,15,4,NL,BC,4,4,m,m,1,746,1,39
75,75,Resp,5,76,75,75,0,21,22,18,15,4,ML,BC,12,4,m,n,0,1202,2,39
76,76,Resp,5,77,76,76,0,21,22,19,15,3,ML,RC,10,3,n,n,1,1000,1,39
77,77,Resp,5,78,77,77,0,21,23,19,15,3,NS,RC,6,3,n,n,1,760,1,39
78,78,Resp,5,79,78,78,0,21,24,19,15,3,NS,RC,6,3,n,n,1,657,1,39
79,79,Resp,5,80,79,79,0,21,25,19,15,3,NS,RC,6,3,n,n,1,539,1,39
80,80,Resp,5,81,80,80,0,21,25,20,15,3,ML,RC,10,3,n,n,1,575,1,39
81,81,Resp,5,82,81,81,0,21,25,20,16,1,MS,RS,13,1,v,v,1,676,1,39
82,82,Resp,5,83,82,82,0,21,26,20,16,2,NS,BS,7,2,b,b,1,735,1,39
83,83,Resp,5,84,83,83,0,21,26,20,17,3,MS,RC,14,3,n,n,1,781,1,39
84,84,Resp,5,85,84,84,0,21,26,20,18,1,MS,RS,13,1,v,v,1,788,1,39
85,85,Resp,5,86,85,85,0,21,26,21,18,4,ML,BC,12,4,m,m,1,797,1,39
86,86,Resp,5,87,86,86,0,21,26,21,19,2,MS,BS,15,2,b,b,1,1134,1,39
87,87,Resp,5,88,87,87,0,21,26,21,20,3,MS,RC,14,3,n,n,1,751,1,39
88,88,Resp,5,89,88,88,0,21,26,22,20,1,ML,RS,9,1,v,v,1,608,1,39
89,89,Resp,5,90,89,89,0,21,26,22,21,1,MS,RS,13,1,v,v,1,800,1,39
90,90,Resp,5,91,90,90,0,22,26,22,21,2,NL,BS,3,2,b,b,1,800,1,39
91,91,Resp,5,92,91,91,0,23,26,22,21,2,NL,BS,3,2,b,b,1,752,1,39
92,92,Resp,5,93,92,92,0,24,26,22,21,2,NL,BS,3,2,b,b,1,727,1,39
93,93,Resp,5,94,93,93,0,25,26,22,21,3,NL,RC,2,3,n,n,1,647,1,39
94,94,Resp,5,95,94,94,0,26,26,22,21,1,NL,RS,1,1,v,v,1,903,1,39
95,95,Resp,5,96,95,95,0,26,27,22,21,4,NS,BC,8,4,m,m,1,935,1,39
96,96,Resp,5,97,96,96,0,26,27,22,22,3,MS,RC,14,3,n,n,1,922,1,39
97,97,Resp,5,98,97,97,0,26,27,23,22,4,ML,BC,12,4,m,m,1,767,1,39
98,98,Resp,5,99,98,98,0,26,27,23,23,2,MS,BS,15,2,b,b,1,655,1,39
99,99,Resp,5,100,99,99,0,26,27,23,24,2,MS,BS,15,2,b,b,1,742,1,39
100,100,Resp,5,101,100,100,0,26,27,24,24,3,ML,RC,10,3,n,n,1,841,1,39
101,101,Resp,5,102,101,101,0,26,27,25,24,4,ML,BC,12,4,m,m,1,876,1,39
102,102,Resp,5,103,102,102,0,26,27,25,25,1,MS,RS,13,1,v,v,1,832,1,39
103,103,Resp,5,104,103,103,0,27,27,25,25,2,NL,BS,3,2,b,b,1,684,1,39
104,104,Resp,5,105,104,104,0,27,28,25,25,3,NS,RC,6,3,n,n,1,641,1,39
105,105,Resp,5,106,105,105,0,27,28,26,25,3,ML,RC,10,3,n,n,1,826,1,39
106,106,Resp,5,107,106,106,0,27,28,27,25,2,ML,BS,11,2,b,b,1,900,1,39
107,107,Resp,5,108,107,107,0,28,28,27,25,4,NL,BC,4,4,m,m,1,968,1,39
108,108,Resp,5,109,108,108,0,28,28,28,25,2,ML,BS,11,2,b,b,1,866,1,39
109,109,Resp,5,110,109,109,0,28,28,29,25,4,ML,BC,12,4,m,m,1,967,1,39
110,110,Resp,5,111,110,110,0,28,29,29,25,2,NS,BS,7,2,b,b,1,836,1,39
111,111,Resp,5,112,111,111,0,29,29,29,25,4,NL,BC,4,4,m,m,1,867,1,39
112,112,Resp,5,113,112,112,0,30,29,29,25,4,NL,BC,4,4,m,m,1,812,1,39
113,113,Resp,5,114,113,113,0,30,29,30,25,1,ML,RS,9,1,v,v,1,642,1,39
114,114,Resp,5,115,114,114,0,31,29,30,25,3,NL,RC,2,3,n,n,1,821,1,39
115,115,Resp,5,116,115,115,0,32,29,30,25,1,NL,RS,1,1,v,v,1,866,1,39
116,116,Resp,5,117,116,116,0,32,29,30,26,3,MS,RC,14,3,n,n,1,863,1,39
117,117,Resp,5,118,117,117,0,32,29,30,27,1,MS,RS,13,1,v,v,1,685,1,39
118,118,Resp,5,119,118,118,0,32,29,31,27,3,ML,RC,10,3,n,n,1,770,1,39
119,119,Resp,5,120,119,119,0,32,29,32,27,3,ML,RC,10,3,n,n,1,614,1,39
120,120,Resp,5,121,120,120,0,32,29,32,28,4,MS,BC,16,4,m,m,1,720,1,39
121,121,Resp,5,122,121,121,0,32,30,32,28,4,NS,BC,8,4,m,m,1,925,1,39
122,122,Resp,5,123,122,122,0,32,30,32,29,3,MS,RC,14,3,n,n,1,675,1,39
123,123,Resp,5,124,123,123,0,32,30,32,30,4,MS,BC,16,4,m,m,1,673,1,39
124,124,Resp,5,125,124,124,0,32,30,32,31,2,MS,BS,15,2,b,v,0,605,2,39
125,125,Resp,5,126,125,125,0,32,31,32,31,4,NS,BC,8,4,m,n,0,669,2,39
126,126,Resp,5,127,126,126,0,32,32,32,31,2,NS,BS,7,2,b,b,1,830,1,39
127,127,Resp,5,128,127,127,0,32,32,32,32,3,MS,RC,14,3,n,n,1,681,1,39
0,0,Resp,6,1,0,0,0,1,0,0,0,2,NL,RC,2,2,b,v,0,587,2,40
1,1,Resp,6,2,1,1,0,1,0,0,1,4,MS,BC,16,4,m,b,0,1118,2,40
2,2,Resp,6,3,2,2,0,1,0,0,2,1,MS,RS,13,1,v,v,1,990,1,40
3,3,RespITI,6,4,3,3,0,1,0,0,3,3,MS,BS,15,3,n,0,0,990,3,40
4,4,Resp,6,5,4,4,0,2,0,0,3,3,NL,BS,3,3,n,b,0,462,2,40
5,5,Resp,6,6,5,5,0,2,0,0,4,1,MS,RS,13,1,v,v,1,728,1,40
6,6,Resp,6,7,6,6,0,2,0,0,5,3,MS,BS,15,3,n,n,1,742,1,40
7,7,Resp,6,8,7,7,0,2,1,0,5,2,NS,RC,6,2,b,b,1,926,1,40
8,8,Resp,6,9,8,8,0,2,2,0,5,3,NS,BS,7,3,n,n,1,1052,1,40
9,9,Resp,6,10,9,9,0,2,2,0,6,3,MS,BS,15,3,n,n,1,680,1,40
10,10,Resp,6,11,10,10,0,2,3,0,6,4,NS,BC,8,4,m,m,1,946,1,40
11,11,Resp,6,12,11,11,0,2,3,0,7,1,MS,RS,13,1,v,v,1,851,1,40
12,12,Resp,6,13,12,12,0,2,3,1,7,1,ML,RS,9,1,v,v,1,710,1,40
13,13,RespITI,6,14,13,13,0,2,3,1,8,2,MS,RC,14,2,b,0,0,710,3,40
14,14,Resp,6,15,14,14,0,2,3,1,9,4,MS,BC,16,4,m,m,1,948,1,40
15,15,Resp,6,16,15,15,0,2,4,1,9,1,NS,RS,5,1,v,v,1,722,1,40
16,16,RespITI,6,17,16,16,0,3,4,1,9,4,NL,BC,4,4,m,0,0,722,3,40
17,17,Resp,6,18,17,17,0,3,4,1,10,2,MS,RC,14,2,b,b,1,887,1,40
18,18,Resp,6,19,18,18,0,4,4,1,10,3,NL,BS,3,3,n,n,1,1234,1,40
19,19,Resp,6,20,19,19,0,4,4,1,11,4,MS,BC,16,4,m,m,1,1112,1,40
20,20,Resp,6,21,20,20,0,5,4,1,11,1,NL,RS,1,1,v,v,1,615,1,40
21,21,Resp,6,22,21,21,0,5,5,1,11,3,NS,BS,7,3,n,n,1,645,1,40
22,22,Resp,6,23,22,22,0,5,6,1,11,4,NS,BC,8,4,m,m,1,700,1,40
23,23,Resp,6,24,23,23,0,6,6,1,11,3,NL,BS,3,3,n,n,1,740,1,40
24,24,Resp,6,25,24,24,0,6,6,1,12,2,MS,RC,14,2,b,b,1,686,1,40
25,25,Resp,6,26,25,25,0,6,7,1,12,4,NS,BC,8,4,m,m,1,1136,1,40
26,26,Resp,6,27,26,26,0,6,7,2,12,4,ML,BC,12,4,m,m,1,948,1,40
27,27,Resp,6,28,27,27,0,6,7,3,12,2,ML,RC,10,2,b,b,1,606,1,40
28,28,Resp,6,29,28,28,0,7,7,3,12,1,NL,RS,1,1,v,v,1,485,1,40
29,29,Resp,6,30,29,29,0,7,7,3,13,3,MS,BS,15,3,n,n,1,755,1,40
30,30,Resp,6,31,30,30,0,7,8,3,13,1,NS,RS,5,1,v,v,1,644,1,40
31,31,Resp,6,32,31,31,0,7,8,3,14,1,MS,RS,13,1,v,v,1,632,1,40
32,32,Resp,6,33,32,32,0,8,8,3,14,4,NL,BC,4,4,m,m,1,629,1,40
33,33,Resp,6,34,33,33,0,8,9,3,14,3,NS,BS,7,3,n,n,1,860,1,40
34,34,Resp,6,35,34,34,0,8,9,4,14,1,ML,RS,9,1,v,v,1,571,1,40
35,35,Resp,6,36,35,35,0,8,10,4,14,1,NS,RS,5,1,v,v,1,642,1,40
36,36,Resp,6,37,36,36,0,8,10,5,14,3,ML,BS,11,3,n,n,1,614,1,40
37,37,Resp,6,38,37,37,0,9,10,5,14,3,NL,BS,3,3,n,v,0,632,2,40
38,38,Resp,6,39,38,38,0,9,10,5,15,4,MS,BC,16,4,m,m,1,677,1,40
39,39,Resp,6,40,39,39,0,9,10,6,15,2,ML,RC,10,2,b,b,1,942,1,40
40,40,Resp,6,41,40,40,0,10,10,6,15,2,NL,RC,2,2,b,b,1,807,1,40
41,41,Resp,6,42,41,41,0,10,10,6,16,3,MS,BS,15,3,n,n,1,847,1,40
42,42,Resp,6,43,42,42,0,11,10,6,16,4,NL,BC,4,4,m,m,1,760,1,40
43,43,Resp,6,44,43,43,0,11,11,6,16,4,NS,BC,8,4,m,m,1,837,1,40
44,44,Resp,6,45,44,44,0,11,12,6,16,2,NS,RC,6,2,b,b,1,756,1,40
45,45,Resp,6,46,45,45,0,12,12,6,16,2,NL,RC,2,2,b,b,1,634,1,40
46,46,Resp,6,47,46,46,0,12,12,6,17,1,MS,RS,13,1,v,v,1,596,1,40
47,47,Resp,6,48,47,47,0,12,12,7,17,1,ML,RS,9,1,v,v,1,704,1,40
48,48,Resp,6,49,48,48,0,12,12,7,18,1,MS,RS,13,1,v,v,1,680,1,40
49,49,Resp,6,50,49,49,0,12,12,8,18,3,ML,BS,11,3,n,n,1,753,1,40
50,50,Resp,6,51,50,50,0,12,13,8,18,2,NS,RC,6,2,b,b,1,664,1,40
51,51,Resp,6,52,51,51,0,13,13,8,18,3,NL,BS,3,3,n,n,1,578,1,40
52,52,Resp,6,53,52,52,0,13,14,8,18,4,NS,BC,8,4,m,m,1,657,1,40
53,53,Resp,6,54,53,53,0,14,14,8,18,1,NL,RS,1,1,v,v,1,726,1,40
54,54,Resp,6,55,54,54,0,15,14,8,18,4,NL,BC,4,4,m,m,1,666,1,40
55,55,Resp,6,56,55,55,0,15,14,8,19,4,MS,BC,16,4,m,m,1,604,1,40
56,56,Resp,6,57,56,56,0,15,14,9,19,2,ML,RC,10,2,b,b,1,703,1,40
57,57,Resp,6,58,57,57,0,16,14,9,19,2,NL,RC,2,2,b,b,1,545,1,40
58,58,Resp,6,59,58,58,0,16,14,10,19,2,ML,RC,10,2,b,b,1,490,1,40
